ticket_id,created_at,closed_at,category,subcategory,channel,priority,status,team,agent,region,customer_type,customer_age,attempts,has_attachment,sentiment,resolution_minutes,sla_minutes,sla_breached,satisfaction_score,text_length,cost_eur
T-0305,2026-08-11 16:21:00,2026-08-12 04:43:00,Antrag,Status,E-Mail,low,closed,Fachteam A,Carla,Süd,Privat,71,3,True,neutral,742,720,True,2,165,391.16
T-0306,2026-07-09 15:14:00,2026-07-09 19:03:00,Technik,Verbindung,E-Mail,low,closed,Service Desk,Jonas,West,Privat,54,3,False,negativ,229,720,False,4,275,131.71
T-0307,2026-08-11 12:40:00,,Zugang,Konto gesperrt,App,medium,open,Service Desk,Jonas,Ost,Privat,,1,False,neutral,56,480,False,,620,22.61
T-0308,2026-04-18 13:03:00,,Zugang,Konto gesperrt,Telefon,medium,in_progress,Service Desk,Carla,Nord,Privat,30,3,False,neutral,80,480,False,,196,43.16
T-0309,2026-05-29 13:52:00,2026-05-29 19:04:00,Antrag,Nachreichung,Telefon,high,closed,Fachteam B,Eva,West,Privat,38,2,False,neutral,312,240,True,,251,112.89
T-0310,2026-03-21 13:08:00,2026-03-21 14:45:00,Termin,Vereinbarung,App,medium,closed,Service Desk,Carla,Nord,Privat,21,1,False,neutral,97,480,False,2,735,34.09
T-0311,2026-07-18 15:48:00,2026-07-18 17:21:00,Zugang,2FA,Web,low,closed,Identity,Greta,Nord,Privat,50,2,False,neutral,93,720,False,,35,39.12
T-0312,2026-02-07 12:37:00,2026-02-07 13:24:00,Termin,Vereinbarung,Web,high,closed,Service Desk,Carla,West,Privat,30,2,False,positiv,47,240,False,5,757,24.04
T-0313,2026-08-06 15:23:00,2026-08-06 18:55:00,Technik,Upload,Telefon,low,closed,Platform,Ben,Süd,Partner,72,2,True,negativ,212,720,False,3,346,73.17
T-0314,2026-01-22 13:31:00,2026-01-22 15:20:00,Zugang,Passwort,E-Mail,medium,closed,Service Desk,Eva,Mitte,Organisation,70,2,False,negativ,109,480,False,5,96,40.93
T-0315,2026-05-14 09:07:00,2026-05-14 09:50:00,Allgemein,Information,Web,high,closed,Service Desk,Hassan,Nord,Privat,26,3,True,negativ,43,240,False,3,438,16.34
T-0316,2026-06-04 14:31:00,2026-06-04 15:43:00,Zugang,Benutzername,Web,medium,closed,Service Desk,Greta,West,Privat,35,2,True,neutral,72,480,False,,94,42.85
T-0317,2026-01-25 09:42:00,,Abrechnung,Rechnung,E-Mail,critical,open,Service Desk,Carla,West,Privat,51,1,True,neutral,70,120,False,,578,36.19
T-0318,2026-04-07 15:29:00,2026-04-07 19:45:00,Antrag,Neuantrag,App,critical,closed,Fachteam A,Greta,Ost,Privat,73,2,False,negativ,256,120,True,3,137,126.72
T-0319,2026-05-10 08:25:00,2026-05-10 14:10:00,Antrag,Status,Telefon,medium,closed,Fachteam B,Hassan,Mitte,Organisation,25,3,False,neutral,345,480,False,,400,109.73
T-0320,2026-04-02 14:22:00,2026-04-02 18:06:00,Technik,Fehlermeldung,E-Mail,medium,closed,Service Desk,Ben,Ost,Privat,57,3,True,positiv,224,480,False,,576,82.41
T-0321,2026-05-01 17:01:00,2026-05-01 21:02:00,Technik,Verbindung,E-Mail,medium,closed,Backend,Greta,West,Privat,44,2,False,neutral,241,480,False,4,372,146.04
T-0322,2026-03-09 08:19:00,2026-03-09 10:20:00,Zugang,Konto gesperrt,E-Mail,medium,closed,Service Desk,Ben,Mitte,Privat,30,2,False,positiv,121,480,False,3,568,63.72
T-0323,2026-05-19 13:12:00,2026-05-19 14:59:00,Abrechnung,Zahlung,Web,medium,closed,Service Desk,Ina,West,Privat,41,2,False,neutral,107,480,False,3,785,73.28
T-0324,2026-04-04 15:09:00,2026-04-04 15:44:00,Allgemein,Zuständigkeit,E-Mail,high,closed,Service Desk,Jonas,Nord,Privat,26,4,False,neutral,35,240,False,5,318,14.24
T-0325,2026-03-04 12:29:00,2026-03-04 12:39:00,Antrag,Nachreichung,Web,medium,closed,Fachteam A,Ben,Süd,Privat,21,2,False,positiv,10,480,False,5,205,5.63
T-0326,2026-03-18 09:57:00,2026-03-18 17:14:00,Antrag,Neuantrag,E-Mail,critical,closed,Fachteam A,Aylin,Nord,Privat,35,1,False,neutral,437,120,True,3,148,218.54
T-0327,2026-07-08 14:51:00,2026-07-08 17:10:00,Abrechnung,Gutschrift,Web,medium,closed,Finance,Farid,West,Organisation,74,1,True,positiv,139,480,False,5,571,44.81
T-0328,2026-08-28 10:23:00,2026-08-28 13:08:00,Technik,Fehlermeldung,E-Mail,low,closed,Backend,Deniz,West,Organisation,,3,False,negativ,165,720,False,5,712,53.11
T-0329,2026-08-08 15:24:00,,Technik,Verbindung,App,low,in_progress,Service Desk,Ben,Mitte,Organisation,48,3,False,neutral,385,720,False,,189,161.3
T-0330,2026-07-30 15:30:00,2026-07-30 16:00:00,Allgemein,Zuständigkeit,Telefon,high,closed,Service Desk,Aylin,West,Organisation,38,1,False,negativ,30,240,False,4,641,13.22
T-0331,2026-02-04 08:25:00,2026-02-04 14:58:00,Antrag,Nachreichung,Web,medium,closed,Fachteam A,Carla,Ost,Organisation,34,3,True,positiv,393,480,False,5,352,242.5
T-0332,2026-04-05 10:25:00,,Abrechnung,Zahlung,Telefon,low,in_progress,Service Desk,Eva,Süd,Privat,47,1,True,negativ,259,720,False,,498,171.65
T-0333,2026-04-05 10:36:00,2026-04-05 15:35:00,Technik,Performance,E-Mail,low,closed,Backend,Eva,Süd,Privat,33,4,False,neutral,299,720,False,3,297,202.85
T-0334,2026-03-14 11:26:00,2026-03-14 15:13:00,Technik,Verbindung,E-Mail,medium,closed,Platform,Jonas,Süd,Partner,49,5,False,positiv,227,480,False,5,35,109.7
T-0335,2026-03-07 09:06:00,,Abrechnung,Gutschrift,E-Mail,critical,in_progress,Finance,Greta,Ost,Organisation,23,2,False,neutral,54,120,False,,541,16.32
T-0336,2026-03-08 10:32:00,2026-03-08 11:37:00,Antrag,Nachreichung,Telefon,critical,closed,Fachteam A,Ina,Nord,Privat,51,2,True,neutral,65,120,False,,155,20.65
T-0337,2026-08-26 12:33:00,2026-08-26 14:13:00,Abrechnung,Gutschrift,App,medium,closed,Service Desk,Eva,Mitte,Organisation,74,4,False,neutral,100,480,False,,260,35.94
T-0338,2026-04-02 16:31:00,2026-04-02 19:46:00,Technik,Verbindung,Telefon,low,closed,Service Desk,Ben,Ost,Privat,54,3,True,neutral,195,720,False,3,304,98.18
T-0339,2026-05-08 09:56:00,,Antrag,Unterlagen,App,medium,waiting,Fachteam A,Greta,Nord,Privat,31,3,True,neutral,311,480,False,,182,197.42
T-0340,2026-03-26 08:41:00,,Zugang,Benutzername,E-Mail,high,in_progress,Service Desk,Eva,Mitte,Privat,34,1,False,negativ,42,240,False,,74,16.15
T-0341,2026-04-13 12:11:00,2026-04-13 13:28:00,Termin,Absage,Web,medium,closed,Service Desk,Ina,Mitte,Privat,69,4,True,positiv,77,480,False,5,148,43.25
T-0342,2026-01-25 13:32:00,2026-01-25 16:53:00,Technik,Verbindung,App,medium,closed,Backend,Jonas,Süd,Privat,72,4,True,neutral,201,480,False,4,461,95.2
T-0343,2026-05-15 09:18:00,,Zugang,Konto gesperrt,Telefon,critical,open,Identity,Hassan,Mitte,Privat,56,2,False,negativ,32,120,False,,560,20.37
T-0344,2026-04-29 17:52:00,2026-04-29 20:11:00,Abrechnung,Rechnung,App,medium,closed,Finance,Ina,Ost,Privat,40,3,False,positiv,139,480,False,5,451,44.22
T-0345,2026-08-24 10:13:00,2026-08-24 11:19:00,Allgemein,Zuständigkeit,Telefon,low,closed,Service Desk,Jonas,West,Privat,18,4,False,positiv,66,720,False,1,496,37.11
T-0346,2026-02-04 08:12:00,,Antrag,Status,Telefon,low,waiting,Fachteam B,Greta,West,Privat,48,2,False,positiv,467,720,False,,666,221.51
T-0347,2026-02-12 10:47:00,2026-02-12 11:31:00,Allgemein,Kontakt,Telefon,low,closed,Service Desk,Hassan,Ost,Privat,68,1,False,neutral,44,720,False,,670,13.34
T-0348,2026-05-12 17:46:00,,Allgemein,Information,Telefon,critical,open,Service Desk,Aylin,Ost,Privat,72,1,False,neutral,10,120,False,,591,5.31
T-0349,2026-03-15 11:30:00,2026-03-15 12:24:00,Zugang,Benutzername,Web,high,closed,Service Desk,Hassan,Ost,Privat,77,2,False,neutral,54,240,False,3,451,31.57
T-0350,2026-07-11 09:42:00,2026-07-11 10:22:00,Termin,Absage,Telefon,high,closed,Service Desk,Jonas,Süd,Privat,81,2,False,neutral,40,240,False,3,43,12.75
T-0351,2026-01-30 17:14:00,2026-01-30 20:46:00,Technik,Upload,Web,medium,closed,Backend,Aylin,Nord,Privat,,3,True,neutral,212,480,False,3,731,76.42
T-0352,2026-07-20 17:39:00,,Allgemein,Öffnungszeiten,App,medium,open,Service Desk,Hassan,Nord,Partner,44,1,True,positiv,52,480,False,,185,34.55
T-0353,2026-02-05 09:54:00,2026-02-05 17:33:00,Antrag,Status,E-Mail,medium,closed,Fachteam A,Carla,West,Privat,54,5,True,negativ,459,480,False,2,797,206.08
T-0354,2026-04-16 14:57:00,,Technik,Performance,Telefon,low,open,Service Desk,Deniz,Süd,Organisation,19,3,True,positiv,105,720,False,,554,61.64
T-0355,2026-01-10 10:57:00,,Allgemein,Öffnungszeiten,E-Mail,medium,waiting,Service Desk,Greta,Nord,Privat,71,1,False,negativ,10,480,False,,722,4.61
T-0356,2026-06-06 10:44:00,,Antrag,Nachreichung,Web,medium,in_progress,Fachteam B,Aylin,West,Partner,62,3,False,neutral,210,480,False,,689,137.56
T-0357,2026-07-09 10:33:00,2026-07-09 13:39:00,Technik,Performance,Web,high,closed,Backend,Farid,Ost,Organisation,38,3,False,neutral,186,240,False,,577,122.04
T-0358,2026-08-04 13:16:00,2026-08-04 16:23:00,Antrag,Unterlagen,Web,high,closed,Fachteam B,Ina,Nord,Organisation,18,1,False,positiv,187,240,False,5,620,116.34
T-0359,2026-01-27 13:33:00,2026-01-27 16:09:00,Antrag,Unterlagen,Web,medium,closed,Fachteam A,Greta,Mitte,Organisation,28,1,True,neutral,156,480,False,,158,73.31
T-0360,2026-04-12 12:37:00,2026-04-12 14:40:00,Abrechnung,Bankdaten,Telefon,low,closed,Service Desk,Jonas,Mitte,Privat,38,2,False,neutral,123,720,False,3,157,71.89
T-0361,2026-01-31 17:54:00,2026-01-31 18:32:00,Allgemein,Öffnungszeiten,E-Mail,medium,closed,Service Desk,Carla,Mitte,Privat,65,2,True,positiv,38,480,False,4,170,23.43
T-0362,2026-05-06 08:07:00,2026-05-06 09:31:00,Termin,Ort,App,low,closed,Fachteam A,Deniz,Süd,Organisation,61,2,False,neutral,84,720,False,4,645,49.39
T-0363,2026-03-25 09:51:00,2026-03-25 10:49:00,Zugang,2FA,E-Mail,medium,closed,Service Desk,Hassan,Süd,Organisation,,1,False,neutral,58,480,False,4,115,23.84
T-0364,2026-01-22 11:39:00,,Allgemein,Öffnungszeiten,Telefon,medium,waiting,Service Desk,Ina,Nord,Privat,20,1,False,neutral,19,480,False,,569,6.61
T-0365,2026-04-13 17:02:00,2026-04-13 17:41:00,Zugang,Passwort,Web,low,closed,Service Desk,Ben,Mitte,Privat,66,2,False,positiv,39,720,False,2,197,13.25
T-0366,2026-03-25 10:01:00,2026-03-25 13:33:00,Technik,Performance,Web,low,closed,Service Desk,Greta,Süd,Privat,33,2,True,negativ,212,720,False,,636,83.92
T-0367,2026-05-22 14:04:00,2026-05-22 17:55:00,Antrag,Status,E-Mail,medium,closed,Fachteam A,Eva,Nord,Privat,30,2,False,positiv,231,480,False,4,336,141.85
T-0368,2026-02-13 11:34:00,2026-02-14 00:11:00,Antrag,Status,E-Mail,low,closed,Fachteam A,Carla,West,Privat,55,1,True,negativ,757,720,True,1,518,245.32
T-0369,2026-03-14 08:10:00,2026-03-14 10:19:00,Technik,Upload,E-Mail,high,closed,Service Desk,Deniz,Mitte,Organisation,53,1,True,positiv,129,240,False,3,350,64.75
T-0370,2026-03-24 13:13:00,2026-03-24 13:37:00,Allgemein,Zuständigkeit,App,medium,closed,Service Desk,Eva,Süd,Privat,,2,False,neutral,24,480,False,5,448,13.66
T-0371,2026-07-28 15:43:00,2026-07-29 01:43:00,Antrag,Status,E-Mail,medium,closed,Fachteam A,Ina,Nord,Organisation,19,4,False,neutral,600,480,True,2,34,226.32
T-0372,2026-06-07 12:51:00,2026-06-07 15:41:00,Technik,Fehlermeldung,Telefon,medium,closed,Backend,Farid,Süd,Privat,44,2,True,neutral,170,480,False,,678,117.93
T-0373,2026-06-04 17:11:00,2026-06-04 20:41:00,Technik,Upload,E-Mail,medium,closed,Backend,Deniz,Mitte,Privat,53,3,True,neutral,210,480,False,4,734,146.32
T-0374,2026-03-24 14:54:00,2026-03-24 22:34:00,Antrag,Nachreichung,App,medium,closed,Fachteam A,Greta,Nord,Organisation,46,2,False,neutral,460,480,False,,570,306.98
T-0375,2026-08-23 11:12:00,2026-08-23 13:53:00,Abrechnung,Rechnung,Web,medium,closed,Finance,Deniz,Ost,Partner,60,3,True,neutral,161,480,False,3,373,78.8
T-0376,2026-01-25 15:37:00,,Termin,Absage,Web,medium,in_progress,Service Desk,Jonas,Mitte,Privat,34,4,False,negativ,125,480,False,,477,40.6
T-0377,2026-06-08 14:14:00,2026-06-08 16:43:00,Zugang,Benutzername,Telefon,low,closed,Identity,Eva,Ost,Privat,30,1,False,neutral,149,720,False,5,489,91.36
T-0378,2026-02-02 16:16:00,2026-02-02 18:36:00,Abrechnung,Zahlung,Web,low,closed,Finance,Jonas,Süd,Partner,,3,True,positiv,140,720,False,4,692,70.74
T-0379,2026-03-29 12:23:00,2026-03-29 14:09:00,Termin,Absage,E-Mail,medium,closed,Service Desk,Carla,Ost,Privat,24,1,True,positiv,106,480,False,3,231,40.3
T-0380,2026-05-25 13:39:00,2026-05-25 15:05:00,Termin,Absage,E-Mail,low,closed,Fachteam A,Jonas,West,Organisation,18,3,False,negativ,86,720,False,5,243,41.85
T-0381,2026-01-19 13:01:00,2026-01-19 14:43:00,Technik,Upload,Web,high,closed,Service Desk,Carla,Nord,Privat,21,2,False,negativ,102,240,False,3,293,39.53
T-0382,2026-08-22 09:01:00,2026-08-22 14:04:00,Antrag,Nachreichung,Web,high,closed,Fachteam A,Aylin,Süd,Organisation,76,1,False,neutral,303,240,True,4,564,171.0
T-0383,2026-04-07 13:20:00,2026-04-07 13:30:00,Allgemein,Information,Web,high,closed,Service Desk,Carla,Süd,Privat,55,1,True,neutral,10,240,False,4,311,3.21
T-0384,2026-04-10 16:23:00,2026-04-10 17:01:00,Allgemein,Information,Web,low,closed,Service Desk,Jonas,Nord,Privat,81,2,False,neutral,38,720,False,4,622,21.1
T-0385,2026-08-16 14:36:00,2026-08-17 00:19:00,Antrag,Unterlagen,Web,low,closed,Fachteam A,Greta,Süd,Privat,63,4,True,neutral,583,720,False,2,369,294.36
T-0386,2026-02-15 15:14:00,,Abrechnung,Bankdaten,Web,medium,in_progress,Service Desk,Farid,West,Privat,28,2,True,neutral,138,480,False,,258,84.78
T-0387,2026-07-10 12:12:00,,Zugang,Passwort,E-Mail,medium,waiting,Service Desk,Deniz,West,Privat,19,1,False,neutral,59,480,False,,313,35.87
T-0388,2026-02-08 14:14:00,2026-02-08 15:16:00,Termin,Ort,Telefon,high,closed,Service Desk,Hassan,Mitte,Partner,77,4,False,neutral,62,240,False,2,464,39.58
T-0389,2026-02-02 12:47:00,,Termin,Ort,E-Mail,low,open,Service Desk,Farid,Süd,Privat,69,2,False,neutral,141,720,False,,732,85.32
T-0390,2026-03-26 17:40:00,2026-03-26 20:32:00,Abrechnung,Gutschrift,E-Mail,medium,closed,Finance,Carla,Süd,Partner,26,1,True,neutral,172,480,False,3,608,59.07
T-0391,2026-02-17 11:04:00,2026-02-17 12:13:00,Allgemein,Zuständigkeit,Web,low,closed,Service Desk,Aylin,Mitte,Privat,65,1,False,neutral,69,720,False,3,445,44.43
T-0392,2026-08-10 11:08:00,,Technik,Fehlermeldung,E-Mail,low,open,Backend,Ben,Ost,Partner,57,2,False,positiv,262,720,False,,539,140.17
T-0393,2026-06-04 11:33:00,2026-06-04 17:45:00,Antrag,Status,Web,low,closed,Fachteam A,Hassan,Nord,Organisation,76,3,False,positiv,372,720,False,5,425,229.5
T-0394,2026-02-16 17:06:00,2026-02-16 19:07:00,Antrag,Unterlagen,Web,medium,closed,Fachteam B,Hassan,Ost,Partner,55,3,False,positiv,121,480,False,2,247,71.46
T-0395,2026-07-19 13:26:00,2026-07-19 13:37:00,Allgemein,Information,E-Mail,critical,closed,Service Desk,Ben,Nord,Privat,77,2,False,positiv,11,120,False,5,431,7.07
T-0396,2026-01-22 16:42:00,2026-01-22 18:38:00,Zugang,Konto gesperrt,App,low,closed,Service Desk,Hassan,Ost,Privat,20,5,False,negativ,116,720,False,3,784,40.56
T-0397,2026-02-25 08:57:00,2026-02-25 11:37:00,Technik,Fehlermeldung,Web,medium,closed,Service Desk,Carla,Ost,Privat,31,2,False,neutral,160,480,False,4,29,51.35
T-0398,2026-04-18 08:00:00,2026-04-18 09:19:00,Zugang,Benutzername,App,medium,closed,Service Desk,Deniz,Süd,Privat,39,2,False,negativ,79,480,False,2,359,39.9
T-0399,2026-01-28 13:20:00,2026-01-28 16:49:00,Technik,Performance,App,medium,closed,Service Desk,Greta,Nord,Privat,,4,True,neutral,209,480,False,4,93,93.55
T-0400,2026-01-25 17:20:00,2026-01-25 18:40:00,Allgemein,Information,E-Mail,low,closed,Service Desk,Ina,Mitte,Privat,58,1,False,neutral,80,720,False,4,43,26.16
T-0401,2026-01-04 11:01:00,2026-01-04 13:41:00,Antrag,Status,E-Mail,medium,closed,Fachteam A,Ina,Mitte,Privat,25,1,False,neutral,160,480,False,4,409,60.93
T-0402,2026-06-14 08:33:00,,Technik,Fehlermeldung,Telefon,low,open,Service Desk,Farid,Süd,Privat,61,1,False,positiv,241,720,False,,577,95.65
T-0403,2026-02-16 15:40:00,2026-02-16 17:51:00,Zugang,2FA,Telefon,high,closed,Identity,Jonas,Ost,Privat,44,2,False,neutral,131,240,False,3,234,68.06
T-0404,2026-06-05 11:19:00,2026-06-05 14:03:00,Technik,Fehlermeldung,E-Mail,medium,closed,Platform,Deniz,Süd,Privat,64,4,True,neutral,164,480,False,3,542,78.15
T-0405,2026-01-22 12:38:00,2026-01-22 16:02:00,Antrag,Status,Telefon,medium,closed,Fachteam B,Aylin,Ost,Privat,79,1,True,neutral,204,480,False,,505,72.35
T-0406,2026-04-17 14:47:00,2026-04-17 17:40:00,Technik,Performance,Telefon,low,closed,Backend,Farid,Ost,Privat,,4,False,neutral,173,720,False,4,223,91.04
T-0407,2026-04-05 08:41:00,2026-04-05 09:16:00,Termin,Absage,Telefon,high,closed,Fachteam A,Ina,Ost,Privat,21,3,False,negativ,35,240,False,4,491,14.16
T-0408,2026-06-14 14:25:00,2026-06-14 15:09:00,Allgemein,Kontakt,E-Mail,low,closed,Service Desk,Aylin,Nord,Organisation,72,1,False,negativ,44,720,False,4,699,30.23
T-0409,2026-03-30 10:17:00,2026-03-30 11:01:00,Allgemein,Zuständigkeit,Telefon,medium,closed,Service Desk,Ben,Mitte,Organisation,18,1,False,negativ,44,480,False,,452,26.82
T-0410,2026-02-16 16:07:00,2026-02-16 17:01:00,Abrechnung,Gutschrift,Web,medium,closed,Service Desk,Carla,Süd,Privat,51,2,True,positiv,54,480,False,5,664,25.72
T-0411,2026-05-30 11:30:00,2026-05-30 12:29:00,Zugang,2FA,Web,low,closed,Identity,Eva,Nord,Privat,23,2,False,negativ,59,720,False,,32,30.03
T-0412,2026-06-24 13:20:00,2026-06-24 16:36:00,Technik,Upload,E-Mail,high,closed,Service Desk,Jonas,Ost,Privat,60,1,True,positiv,196,240,False,1,436,127.05
T-0413,2026-06-25 15:32:00,,Antrag,Unterlagen,Web,low,waiting,Fachteam B,Deniz,West,Privat,,2,False,neutral,380,720,False,,71,168.75
T-0414,2026-03-31 14:59:00,2026-03-31 16:00:00,Allgemein,Zuständigkeit,Web,medium,closed,Service Desk,Greta,Mitte,Organisation,42,1,False,positiv,61,480,False,5,758,39.68
T-0415,2026-05-04 16:15:00,,Abrechnung,Zahlung,Web,medium,in_progress,Service Desk,Carla,Ost,Partner,21,2,False,positiv,141,480,False,,359,51.34
T-0416,2026-06-12 15:05:00,2026-06-12 16:05:00,Allgemein,Zuständigkeit,Web,low,closed,Service Desk,Ben,Süd,Partner,,1,False,negativ,60,720,False,5,767,35.83
T-0417,2026-03-29 17:59:00,2026-03-29 21:10:00,Technik,Verbindung,Web,high,closed,Platform,Eva,Nord,Privat,18,5,True,neutral,191,240,False,4,422,71.81
T-0418,2026-01-28 14:00:00,2026-01-28 14:16:00,Allgemein,Zuständigkeit,Telefon,high,closed,Service Desk,Ina,Mitte,Privat,76,1,False,negativ,16,240,False,3,744,9.58
T-0419,2026-08-01 11:31:00,2026-08-01 13:02:00,Zugang,Konto gesperrt,App,low,closed,Identity,Eva,Mitte,Privat,46,5,False,positiv,91,720,False,2,208,58.8
T-0420,2026-04-19 15:22:00,2026-04-19 16:19:00,Allgemein,Information,Telefon,low,closed,Service Desk,Aylin,Mitte,Privat,68,1,False,neutral,57,720,False,,619,24.47
T-0421,2026-06-28 15:18:00,,Allgemein,Öffnungszeiten,Telefon,high,open,Service Desk,Carla,Mitte,Privat,31,1,False,neutral,42,240,False,,176,24.0
T-0422,2026-02-15 08:07:00,2026-02-15 12:37:00,Technik,Verbindung,Web,medium,closed,Platform,Ben,West,Partner,22,2,False,neutral,270,480,False,,334,123.84
T-0423,2026-06-17 15:23:00,2026-06-17 22:25:00,Antrag,Unterlagen,Web,medium,closed,Fachteam A,Hassan,Ost,Privat,79,2,False,negativ,422,480,False,5,210,260.69
T-0424,2026-07-28 08:25:00,,Technik,Verbindung,Web,low,open,Service Desk,Ben,Mitte,Privat,33,2,False,neutral,151,720,False,,237,90.81
T-0425,2026-03-22 09:02:00,2026-03-22 10:05:00,Allgemein,Öffnungszeiten,E-Mail,low,closed,Service Desk,Aylin,Mitte,Privat,,2,False,negativ,63,720,False,4,582,28.06
T-0426,2026-05-06 13:33:00,2026-05-06 16:55:00,Zugang,Passwort,Web,low,closed,Service Desk,Ina,Ost,Privat,23,1,False,neutral,202,720,False,3,245,84.82
T-0427,2026-04-08 10:25:00,2026-04-08 10:35:00,Allgemein,Kontakt,Web,medium,closed,Service Desk,Ben,Mitte,Privat,52,2,False,positiv,10,480,False,5,406,3.77
T-0428,2026-03-05 09:17:00,2026-03-05 16:00:00,Antrag,Unterlagen,Web,medium,closed,Fachteam B,Greta,Nord,Partner,60,2,True,neutral,403,480,False,3,305,249.55
T-0429,2026-08-13 12:37:00,2026-08-13 13:37:00,Zugang,Benutzername,Web,critical,closed,Identity,Ben,Süd,Privat,30,1,False,negativ,60,120,False,3,423,40.72
T-0430,2026-02-06 14:36:00,2026-02-06 17:34:00,Technik,Verbindung,Web,medium,closed,Platform,Ina,Süd,Privat,71,2,False,neutral,178,480,False,3,504,123.62
T-0431,2026-04-15 13:54:00,2026-04-15 15:20:00,Abrechnung,Gutschrift,E-Mail,critical,closed,Finance,Eva,Nord,Partner,,2,False,positiv,86,120,False,4,35,42.75
T-0432,2026-06-23 16:44:00,2026-06-23 17:30:00,Allgemein,Information,App,medium,closed,Service Desk,Hassan,Ost,Privat,62,2,False,positiv,46,480,False,5,565,31.3
T-0433,2026-02-04 16:22:00,2026-02-05 00:28:00,Antrag,Neuantrag,App,medium,closed,Fachteam A,Carla,Nord,Privat,49,1,True,neutral,486,480,True,4,322,312.56
T-0434,2026-03-20 16:52:00,,Technik,Upload,Web,low,in_progress,Backend,Jonas,Ost,Privat,,1,False,positiv,340,720,False,,330,164.61
T-0435,2026-05-06 11:05:00,2026-05-06 11:52:00,Technik,Fehlermeldung,Telefon,medium,closed,Service Desk,Farid,Nord,Privat,50,2,False,positiv,47,480,False,4,463,19.73
T-0436,2026-04-22 08:22:00,2026-04-22 09:36:00,Allgemein,Zuständigkeit,E-Mail,low,closed,Service Desk,Carla,Süd,Privat,60,1,False,positiv,74,720,False,3,515,28.09
T-0437,2026-07-19 14:32:00,,Allgemein,Zuständigkeit,E-Mail,low,open,Service Desk,Carla,West,Organisation,34,1,True,negativ,52,720,False,,537,18.84
T-0438,2026-03-16 12:31:00,2026-03-16 14:52:00,Zugang,2FA,Telefon,low,closed,Service Desk,Jonas,Nord,Privat,32,2,False,positiv,141,720,False,5,464,56.25
T-0439,2026-02-08 11:07:00,,Technik,Fehlermeldung,E-Mail,medium,waiting,Platform,Deniz,Mitte,Privat,29,3,False,neutral,191,480,False,,414,123.34
T-0440,2026-05-11 14:41:00,2026-05-11 18:09:00,Technik,Upload,App,medium,closed,Platform,Farid,Ost,Privat,24,3,False,neutral,208,480,False,1,354,117.35
T-0441,2026-04-04 13:19:00,2026-04-04 18:15:00,Technik,Verbindung,E-Mail,low,closed,Service Desk,Carla,West,Partner,64,4,False,positiv,296,720,False,4,268,160.4
T-0442,2026-05-31 11:12:00,2026-05-31 15:51:00,Antrag,Unterlagen,Web,medium,closed,Fachteam A,Carla,Mitte,Privat,43,1,False,neutral,279,480,False,3,453,97.97
T-0443,2026-01-31 14:04:00,,Antrag,Nachreichung,Telefon,high,waiting,Fachteam B,Farid,Ost,Privat,34,2,False,positiv,117,240,False,,604,48.66
T-0444,2026-04-09 16:49:00,2026-04-09 17:45:00,Zugang,2FA,E-Mail,medium,closed,Identity,Carla,Ost,Organisation,19,3,True,neutral,56,480,False,5,749,27.0
T-0445,2026-01-12 16:15:00,,Antrag,Nachreichung,Web,low,in_progress,Fachteam B,Ina,Nord,Privat,24,3,True,positiv,403,720,False,,279,224.46
T-0446,2026-06-30 16:16:00,2026-06-30 16:58:00,Allgemein,Kontakt,Web,medium,closed,Service Desk,Jonas,West,Privat,63,1,False,positiv,42,480,False,5,41,15.57
T-0447,2026-04-24 11:20:00,,Abrechnung,Rechnung,Telefon,medium,open,Service Desk,Jonas,Mitte,Privat,73,3,False,positiv,132,480,False,,515,59.06
T-0448,2026-07-06 10:41:00,,Zugang,2FA,Telefon,medium,in_progress,Identity,Deniz,Mitte,Privat,36,3,False,neutral,84,480,False,,276,27.62
T-0449,2026-01-06 09:52:00,,Abrechnung,Bankdaten,E-Mail,low,in_progress,Finance,Jonas,Nord,Privat,19,2,True,neutral,266,720,False,,34,164.11
T-0450,2026-05-25 15:52:00,2026-05-25 16:44:00,Allgemein,Öffnungszeiten,Telefon,medium,closed,Service Desk,Deniz,Süd,Privat,33,3,True,neutral,52,480,False,,582,16.53
T-0451,2026-04-01 12:14:00,2026-04-01 17:23:00,Technik,Verbindung,App,low,closed,Platform,Deniz,Ost,Privat,32,2,False,negativ,309,720,False,5,103,127.53
T-0452,2026-04-20 16:21:00,2026-04-20 19:46:00,Antrag,Neuantrag,App,medium,closed,Fachteam A,Aylin,Mitte,Privat,62,1,False,neutral,205,480,False,3,402,102.44
T-0453,2026-04-25 15:52:00,,Allgemein,Öffnungszeiten,Telefon,high,waiting,Service Desk,Carla,West,Privat,41,2,False,positiv,52,240,False,,386,31.56
T-0454,2026-06-17 11:24:00,2026-06-17 13:19:00,Technik,Verbindung,App,medium,closed,Backend,Farid,Süd,Organisation,71,3,False,neutral,115,480,False,5,249,71.82
T-0455,2026-02-04 09:03:00,,Antrag,Unterlagen,Web,medium,open,Fachteam A,Farid,Mitte,Privat,71,1,False,positiv,461,480,False,,254,183.02
T-0456,2026-04-19 13:03:00,2026-04-19 14:41:00,Zugang,2FA,Telefon,low,closed,Identity,Greta,Nord,Privat,,1,False,negativ,98,720,False,2,607,32.42
